,path,sample_id,anneal_time,anneal_time_unit,anneal_temperature,cool_method,anneal_temperature_Kelvin,anneal_time_minutes
104,micrograph210.tif,21,3.0,H,900.0,Q,1173.15,180.0
105,micrograph211.tif,44,,,,,,
106,micrograph212.tif,42,,,,,,
107,micrograph214.tif,34,5.0,M,970.0,FC,1243.15,5.0
108,micrograph218.tif,10,5.0,M,750.0,WQ,1023.15,5.0
109,micrograph220.tif,16,8.0,H,800.0,Q,1073.15,480.0
110,micrograph221.tif,34,5.0,M,970.0,FC,1243.15,5.0
111,micrograph222.tif,34,5.0,M,970.0,FC,1243.15,5.0
112,micrograph223.png,37,3.0,H,970.0,Q,1243.15,180.0
113,micrograph224.tif,35,90.0,M,970.0,FC,1243.15,90.0
114,micrograph229.tif,37,3.0,H,970.0,Q,1243.15,180.0
115,micrograph231.tif,21,3.0,H,900.0,Q,1173.15,180.0
116,micrograph233.tif,14,3.0,H,800.0,Q,1073.15,180.0
117,micrograph234.tif,20,24.0,H,900.0,Q,1173.15,1440.0
118,micrograph235.tif,29,90.0,M,970.0,AR,1243.15,90.0
119,micrograph237.tif,13,24.0,H,800.0,Q,1073.15,1440.0
120,micrograph242.tif,4,5.0,M,1000.0,WQ,1273.15,5.0
121,micrograph243.png,37,3.0,H,970.0,Q,1243.15,180.0
122,micrograph247.tif,10,5.0,M,750.0,WQ,1023.15,5.0
123,micrograph248.tif,39,8.0,H,970.0,Q,1243.15,480.0
124,micrograph251.tif,3,,,,,,
125,micrograph252.tif,47,,,,,,
126,micrograph253.tif,3,,,,,,
127,micrograph255.tif,28,8.0,H,970.0,WQ,1243.15,480.0
128,micrograph257.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
129,micrograph261.tif,2,8.0,H,800.0,WQ,1073.15,480.0
130,micrograph265.tif,6,24.0,H,800.0,WQ,1073.15,1440.0
131,micrograph269.tif,47,,,,,,
132,micrograph271.tif,23,90.0,M,900.0,Q,1173.15,90.0
133,micrograph272.tif,38,5.0,M,970.0,Q,1243.15,5.0
134,micrograph273.tif,47,,,,,,
135,micrograph280.tif,47,,,,,,
136,micrograph283.tif,2,8.0,H,800.0,WQ,1073.15,480.0
137,micrograph285.tif,37,3.0,H,970.0,Q,1243.15,180.0
138,micrograph286.tif,38,5.0,M,970.0,Q,1243.15,5.0
139,micrograph295.tif,40,90.0,M,970.0,Q,1243.15,90.0
140,micrograph296.tif,16,8.0,H,800.0,Q,1073.15,480.0
141,micrograph297.tif,47,,,,,,
142,micrograph301.tif,10,5.0,M,750.0,WQ,1023.15,5.0
143,micrograph305.tif,47,,,,,,
144,micrograph306.tif,9,5.0,M,700.0,WQ,973.15,5.0
145,micrograph308.tif,20,24.0,H,900.0,Q,1173.15,1440.0
146,micrograph309.tif,47,,,,,,
147,micrograph311.tif,12,90.0,M,800.0,WQ,1073.15,90.0
148,micrograph312.tif,16,8.0,H,800.0,Q,1073.15,480.0
149,micrograph313.tif,34,5.0,M,970.0,FC,1243.15,5.0
150,micrograph314.tif,34,5.0,M,970.0,FC,1243.15,5.0
151,micrograph316.tif,41,,,,,,
152,micrograph318.png,39,8.0,H,970.0,Q,1243.15,480.0
153,micrograph319.png,37,3.0,H,970.0,Q,1243.15,180.0
154,micrograph321.tif,7,3.0,H,800.0,WQ,1073.15,180.0
155,micrograph322.tif,47,,,,,,
156,micrograph325.tif,9,5.0,M,700.0,WQ,973.15,5.0
157,micrograph326.tif,28,8.0,H,970.0,WQ,1243.15,480.0
158,micrograph329.tif,47,,,,,,
159,micrograph330.tif,16,8.0,H,800.0,Q,1073.15,480.0
160,micrograph333.tif,40,90.0,M,970.0,Q,1243.15,90.0
161,micrograph337.tif,26,3.0,H,970.0,WQ,1243.15,180.0
162,micrograph343.png,40,90.0,M,970.0,Q,1243.15,90.0
163,micrograph345.tif,41,,,,,,
164,micrograph347.tif,42,,,,,,
165,micrograph349.tif,47,,,,,,
166,micrograph351.tif,16,8.0,H,800.0,Q,1073.15,480.0
167,micrograph352.tif,32,90.0,M,970.0,WC,1243.15,90.0
168,micrograph353.tif,42,,,,,,
169,micrograph354.tif,32,90.0,M,970.0,WC,1243.15,90.0
170,micrograph357.tif,25,24.0,H,970.0,WQ,1243.15,1440.0
171,micrograph359.tif,34,5.0,M,970.0,FC,1243.15,5.0
172,micrograph360.tif,14,3.0,H,800.0,Q,1073.15,180.0
173,micrograph363.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
174,micrograph364.tif,2,8.0,H,800.0,WQ,1073.15,480.0
175,micrograph366.tif,47,,,,,,
176,micrograph367.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
177,micrograph368.tif,37,3.0,H,970.0,Q,1243.15,180.0
178,micrograph369.tif,19,90.0,M,900.0,WQ,1173.15,90.0
179,micrograph371.tif,12,90.0,M,800.0,WQ,1073.15,90.0
180,micrograph373.tif,12,90.0,M,800.0,WQ,1073.15,90.0
181,micrograph375.tif,34,5.0,M,970.0,FC,1243.15,5.0
182,micrograph376.tif,2,8.0,H,800.0,WQ,1073.15,480.0
183,micrograph380.tif,35,90.0,M,970.0,FC,1243.15,90.0
184,micrograph381.tif,41,,,,,,
185,micrograph382.tif,6,24.0,H,800.0,WQ,1073.15,1440.0
186,micrograph383.tif,29,90.0,M,970.0,AR,1243.15,90.0
187,micrograph384.tif,4,5.0,M,1000.0,WQ,1273.15,5.0
188,micrograph386.tif,28,8.0,H,970.0,WQ,1243.15,480.0
189,micrograph387.tif,47,,,,,,
190,micrograph388.png,40,90.0,M,970.0,Q,1243.15,90.0
191,micrograph391.tif,7,3.0,H,800.0,WQ,1073.15,180.0
192,micrograph396.tif,25,24.0,H,970.0,WQ,1243.15,1440.0
193,micrograph397.tif,42,,,,,,
194,micrograph398.tif,36,24.0,H,970.0,Q,1243.15,1440.0
195,micrograph401.tif,44,,,,,,
196,micrograph402.tif,36,24.0,H,970.0,Q,1243.15,1440.0
197,micrograph403.tif,9,5.0,M,700.0,WQ,973.15,5.0
198,micrograph406.tif,40,90.0,M,970.0,Q,1243.15,90.0
199,micrograph407.tif,21,3.0,H,900.0,Q,1173.15,180.0
200,micrograph408.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
201,micrograph411.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
202,micrograph418.tif,36,24.0,H,970.0,Q,1243.15,1440.0
203,micrograph419.tif,11,90.0,M,800.0,WQ,1073.15,90.0
204,micrograph421.tif,47,,,,,,
205,micrograph422.tif,11,90.0,M,800.0,WQ,1073.15,90.0
206,micrograph427.png,36,24.0,H,970.0,Q,1243.15,1440.0
207,micrograph430.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
208,micrograph433.tif,29,90.0,M,970.0,AR,1243.15,90.0
209,micrograph435.png,37,3.0,H,970.0,Q,1243.15,180.0
210,micrograph436.png,37,3.0,H,970.0,Q,1243.15,180.0
211,micrograph437.tif,2,8.0,H,800.0,WQ,1073.15,480.0
212,micrograph440.png,37,3.0,H,970.0,Q,1243.15,180.0
213,micrograph441.tif,47,,,,,,
214,micrograph442.tif,19,90.0,M,900.0,WQ,1173.15,90.0
215,micrograph443.tif,32,90.0,M,970.0,WC,1243.15,90.0
216,micrograph447.tif,35,90.0,M,970.0,FC,1243.15,90.0
217,micrograph449.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
218,micrograph451.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
219,micrograph452.tif,47,,,,,,
220,micrograph454.tif,47,,,,,,
221,micrograph457.png,36,24.0,H,970.0,Q,1243.15,1440.0
222,micrograph458.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
223,micrograph459.tif,41,,,,,,
224,micrograph463.tif,19,90.0,M,900.0,WQ,1173.15,90.0
225,micrograph464.tif,19,90.0,M,900.0,WQ,1173.15,90.0
226,micrograph465.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
227,micrograph466.tif,42,,,,,,
228,micrograph468.png,37,3.0,H,970.0,Q,1243.15,180.0
229,micrograph470.tif,19,90.0,M,900.0,WQ,1173.15,90.0
230,micrograph471.tif,32,90.0,M,970.0,WC,1243.15,90.0
231,micrograph472.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
232,micrograph474.png,39,8.0,H,970.0,Q,1243.15,480.0
233,micrograph475.tif,34,5.0,M,970.0,FC,1243.15,5.0
234,micrograph477.tif,4,5.0,M,1000.0,WQ,1273.15,5.0
235,micrograph479.tif,47,,,,,,
236,micrograph480.tif,47,,,,,,
237,micrograph481.tif,5,1.0,H,1100.0,650-1H,1373.15,60.0
238,micrograph483.tif,5,1.0,H,1100.0,650-1H,1373.15,60.0
239,micrograph484.tif,47,,,,,,
240,micrograph486.tif,12,90.0,M,800.0,WQ,1073.15,90.0
241,micrograph487.tif,44,,,,,,
242,micrograph488.tif,17,85.0,H,800.0,Q,1073.15,5100.0
243,micrograph489.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
244,micrograph490.tif,3,,,,,,
245,micrograph492.tif,47,,,,,,
246,micrograph493.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
247,micrograph495.tif,37,3.0,H,970.0,Q,1243.15,180.0
248,micrograph499.tif,5,1.0,H,1100.0,650-1H,1373.15,60.0
249,micrograph502.tif,47,,,,,,
250,micrograph512.tif,29,90.0,M,970.0,AR,1243.15,90.0
251,micrograph514.tif,3,,,,,,
252,micrograph515.tif,5,1.0,H,1100.0,650-1H,1373.15,60.0
253,micrograph517.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
254,micrograph518.tif,37,3.0,H,970.0,Q,1243.15,180.0
255,micrograph520.tif,29,90.0,M,970.0,AR,1243.15,90.0
256,micrograph522.tif,5,1.0,H,1100.0,650-1H,1373.15,60.0
257,micrograph523.tif,47,,,,,,
258,micrograph524.tif,19,90.0,M,900.0,WQ,1173.15,90.0
259,micrograph528.tif,47,,,,,,
260,micrograph530.tif,36,24.0,H,970.0,Q,1243.15,1440.0
261,micrograph532.tif,44,,,,,,
262,micrograph534.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
263,micrograph535.tif,47,,,,,,
264,micrograph536.png,40,90.0,M,970.0,Q,1243.15,90.0
265,micrograph537.tif,47,,,,,,
266,micrograph543.tif,21,3.0,H,900.0,Q,1173.15,180.0
267,micrograph544.tif,5,1.0,H,1100.0,650-1H,1373.15,60.0
268,micrograph545.tif,19,90.0,M,900.0,WQ,1173.15,90.0
269,micrograph548.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
270,micrograph551.tif,13,24.0,H,800.0,Q,1073.15,1440.0
271,micrograph553.tif,22,5.0,M,900.0,Q,1173.15,5.0
272,micrograph554.tif,47,,,,,,
273,micrograph555.tif,36,24.0,H,970.0,Q,1243.15,1440.0
274,micrograph558.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
275,micrograph561.tif,37,3.0,H,970.0,Q,1243.15,180.0
276,micrograph565.tif,7,3.0,H,800.0,WQ,1073.15,180.0
277,micrograph566.png,37,3.0,H,970.0,Q,1243.15,180.0
278,micrograph568.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
279,micrograph569.tif,16,8.0,H,800.0,Q,1073.15,480.0
280,micrograph573.tif,6,24.0,H,800.0,WQ,1073.15,1440.0
281,micrograph576.tif,31,90.0,M,970.0,FC,1243.15,90.0
282,micrograph579.tif,37,3.0,H,970.0,Q,1243.15,180.0
283,micrograph584.tif,12,90.0,M,800.0,WQ,1073.15,90.0
284,micrograph586.tif,34,5.0,M,970.0,FC,1243.15,5.0
285,micrograph589.tif,16,8.0,H,800.0,Q,1073.15,480.0
286,micrograph592.tif,34,5.0,M,970.0,FC,1243.15,5.0
287,micrograph594.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
288,micrograph596.tif,38,5.0,M,970.0,Q,1243.15,5.0
289,micrograph597.tif,26,3.0,H,970.0,WQ,1243.15,180.0
290,micrograph598.tif,23,90.0,M,900.0,Q,1173.15,90.0
291,micrograph599.tif,40,90.0,M,970.0,Q,1243.15,90.0
292,micrograph601.tif,13,24.0,H,800.0,Q,1073.15,1440.0
293,micrograph604.tif,44,,,,,,
294,micrograph607.tif,34,5.0,M,970.0,FC,1243.15,5.0
295,micrograph608.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
296,micrograph609.tif,31,90.0,M,970.0,FC,1243.15,90.0
297,micrograph610.tif,44,,,,,,
298,micrograph611.tif,27,48.0,H,970.0,WQ,1243.15,2880.0
299,micrograph615.tif,29,90.0,M,970.0,AR,1243.15,90.0
300,micrograph616.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
301,micrograph625.tif,29,90.0,M,970.0,AR,1243.15,90.0
302,micrograph626.tif,31,90.0,M,970.0,FC,1243.15,90.0
303,micrograph628.tif,40,90.0,M,970.0,Q,1243.15,90.0
304,micrograph632.tif,23,90.0,M,900.0,Q,1173.15,90.0
305,micrograph633.tif,7,3.0,H,800.0,WQ,1073.15,180.0
306,micrograph639.tif,19,90.0,M,900.0,WQ,1173.15,90.0
307,micrograph640.tif,28,8.0,H,970.0,WQ,1243.15,480.0
308,micrograph641.tif,2,8.0,H,800.0,WQ,1073.15,480.0
309,micrograph642.tif,31,90.0,M,970.0,FC,1243.15,90.0
310,micrograph643.tif,16,8.0,H,800.0,Q,1073.15,480.0
311,micrograph646.tif,37,3.0,H,970.0,Q,1243.15,180.0
312,micrograph649.tif,31,90.0,M,970.0,FC,1243.15,90.0
313,micrograph650.tif,25,24.0,H,970.0,WQ,1243.15,1440.0
314,micrograph655.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
315,micrograph659.tif,8,5.0,M,800.0,WQ,1073.15,5.0
316,micrograph660.tif,5,1.0,H,1100.0,650-1H,1373.15,60.0
317,micrograph664.tif,26,3.0,H,970.0,WQ,1243.15,180.0
318,micrograph670.tif,2,8.0,H,800.0,WQ,1073.15,480.0
319,micrograph671.tif,13,24.0,H,800.0,Q,1073.15,1440.0
320,micrograph677.tif,5,1.0,H,1100.0,650-1H,1373.15,60.0
321,micrograph678.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
322,micrograph679.tif,23,90.0,M,900.0,Q,1173.15,90.0
323,micrograph681.png,39,8.0,H,970.0,Q,1243.15,480.0
324,micrograph682.tif,47,,,,,,
325,micrograph683.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
326,micrograph684.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
327,micrograph685.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
328,micrograph687.tif,25,24.0,H,970.0,WQ,1243.15,1440.0
329,micrograph689.png,39,8.0,H,970.0,Q,1243.15,480.0
330,micrograph691.tif,47,,,,,,
331,micrograph694.tif,25,24.0,H,970.0,WQ,1243.15,1440.0
332,micrograph699.tif,2,8.0,H,800.0,WQ,1073.15,480.0
333,micrograph702.tif,42,,,,,,
334,micrograph704.tif,35,90.0,M,970.0,FC,1243.15,90.0
335,micrograph705.tif,17,85.0,H,800.0,Q,1073.15,5100.0
336,micrograph707.tif,32,90.0,M,970.0,WC,1243.15,90.0
337,micrograph708.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
338,micrograph710.tif,16,8.0,H,800.0,Q,1073.15,480.0
339,micrograph714.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
340,micrograph717.tif,32,90.0,M,970.0,WC,1243.15,90.0
341,micrograph718.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
342,micrograph721.tif,5,1.0,H,1100.0,650-1H,1373.15,60.0
343,micrograph725.tif,42,,,,,,
344,micrograph727.tif,44,,,,,,
345,micrograph728.tif,9,5.0,M,700.0,WQ,973.15,5.0
346,micrograph732.tif,44,,,,,,
347,micrograph734.tif,20,24.0,H,900.0,Q,1173.15,1440.0
348,micrograph736.tif,36,24.0,H,970.0,Q,1243.15,1440.0
349,micrograph738.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
350,micrograph741.tif,31,90.0,M,970.0,FC,1243.15,90.0
351,micrograph742.tif,44,,,,,,
352,micrograph744.tif,47,,,,,,
353,micrograph745.tif,29,90.0,M,970.0,AR,1243.15,90.0
354,micrograph746.tif,39,8.0,H,970.0,Q,1243.15,480.0
355,micrograph747.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
356,micrograph749.tif,31,90.0,M,970.0,FC,1243.15,90.0
357,micrograph755.tif,47,,,,,,
358,micrograph756.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
359,micrograph762.tif,6,24.0,H,800.0,WQ,1073.15,1440.0
360,micrograph764.tif,39,8.0,H,970.0,Q,1243.15,480.0
361,micrograph772.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
362,micrograph775.tif,47,,,,,,
363,micrograph776.tif,33,90.0,M,970.0,WQ-2C,1243.15,90.0
364,micrograph779.tif,5,1.0,H,1100.0,650-1H,1373.15,60.0
365,micrograph785.tif,41,,,,,,
366,micrograph791.tif,40,90.0,M,970.0,Q,1243.15,90.0
367,micrograph795.tif,44,,,,,,
368,micrograph796.tif,47,,,,,,
369,micrograph798.tif,47,,,,,,
370,micrograph799.tif,47,,,,,,
371,micrograph805.tif,42,,,,,,
372,micrograph806.tif,44,,,,,,
373,micrograph811.tif,19,90.0,M,900.0,WQ,1173.15,90.0
374,micrograph813.tif,44,,,,,,
375,micrograph814.tif,15,5.0,M,800.0,Q,1073.15,5.0
376,micrograph816.tif,4,5.0,M,1000.0,WQ,1273.15,5.0
377,micrograph820.tif,12,90.0,M,800.0,WQ,1073.15,90.0
378,micrograph821.tif,32,90.0,M,970.0,WC,1243.15,90.0
379,micrograph828.tif,47,,,,,,
380,micrograph831.tif,18,85.0,H,800.0,WQ,1073.15,5100.0
381,micrograph832.tif,40,90.0,M,970.0,Q,1243.15,90.0
382,micrograph833.tif,8,5.0,M,800.0,WQ,1073.15,5.0
383,micrograph841.tif,29,90.0,M,970.0,AR,1243.15,90.0
384,micrograph844.tif,47,,,,,,
385,micrograph847.tif,3,,,,,,
386,micrograph850.tif,9,5.0,M,700.0,WQ,973.15,5.0
387,micrograph852.tif,47,,,,,,
388,micrograph854.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
389,micrograph855.tif,47,,,,,,
390,micrograph858.tif,16,8.0,H,800.0,Q,1073.15,480.0
391,micrograph859.tif,6,24.0,H,800.0,WQ,1073.15,1440.0
392,micrograph861.tif,47,,,,,,
393,micrograph862.tif,34,5.0,M,970.0,FC,1243.15,5.0
394,micrograph864.tif,40,90.0,M,970.0,Q,1243.15,90.0
395,micrograph865.tif,35,90.0,M,970.0,FC,1243.15,90.0
396,micrograph866.tif,47,,,,,,
397,micrograph867.tif,21,3.0,H,900.0,Q,1173.15,180.0
398,micrograph871.tif,5,1.0,H,1100.0,650-1H,1373.15,60.0
399,micrograph873.tif,23,90.0,M,900.0,Q,1173.15,90.0
400,micrograph877.tif,47,,,,,,
401,micrograph880.tif,47,,,,,,
402,micrograph881.tif,32,90.0,M,970.0,WC,1243.15,90.0
403,micrograph883.tif,21,3.0,H,900.0,Q,1173.15,180.0
404,micrograph884.tif,4,5.0,M,1000.0,WQ,1273.15,5.0
405,micrograph885.tif,2,8.0,H,800.0,WQ,1073.15,480.0
406,micrograph887.tif,16,8.0,H,800.0,Q,1073.15,480.0
407,micrograph888.tif,40,90.0,M,970.0,Q,1243.15,90.0
408,micrograph889.tif,24,24.0,H,970.0,WQ,1243.15,1440.0
409,micrograph890.tif,34,5.0,M,970.0,FC,1243.15,5.0
410,micrograph893.tif,4,5.0,M,1000.0,WQ,1273.15,5.0
411,micrograph894.tif,23,90.0,M,900.0,Q,1173.15,90.0
412,micrograph896.tif,42,,,,,,
413,micrograph897.tif,3,,,,,,
414,micrograph905.tif,25,24.0,H,970.0,WQ,1243.15,1440.0
415,micrograph906.tif,20,24.0,H,900.0,Q,1173.15,1440.0
416,micrograph907.tif,28,8.0,H,970.0,WQ,1243.15,480.0
417,micrograph909.tif,41,,,,,,
418,micrograph912.tif,23,90.0,M,900.0,Q,1173.15,90.0
419,micrograph914.tif,39,8.0,H,970.0,Q,1243.15,480.0
420,micrograph915.tif,28,8.0,H,970.0,WQ,1243.15,480.0
421,micrograph917.tif,37,3.0,H,970.0,Q,1243.15,180.0
422,micrograph918.tif,47,,,,,,
423,micrograph920.tif,15,5.0,M,800.0,Q,1073.15,5.0
424,micrograph921.tif,29,90.0,M,970.0,AR,1243.15,90.0
425,micrograph925.tif,47,,,,,,
426,micrograph928.tif,40,90.0,M,970.0,Q,1243.15,90.0
427,micrograph931.tif,36,24.0,H,970.0,Q,1243.15,1440.0
428,micrograph933.tif,7,3.0,H,800.0,WQ,1073.15,180.0
429,micrograph934.tif,41,,,,,,
430,micrograph935.tif,23,90.0,M,900.0,Q,1173.15,90.0
431,micrograph936.tif,14,3.0,H,800.0,Q,1073.15,180.0
432,micrograph939.tif,2,8.0,H,800.0,WQ,1073.15,480.0
433,micrograph941.tif,47,,,,,,
434,micrograph947.tif,39,8.0,H,970.0,Q,1243.15,480.0
435,micrograph951.tif,47,,,,,,
